date,year,month,day,label,vintage,style,country,price,quantity,rate
2021-05-28,2021,5,28,Wine N,1997,White,Italy,424.29,3,95
2021-02-12,2021,2,12,Wine O,2010,White,Spain,240.1,10,95
2021-12-02,2021,12,2,Wine U,1997,Rose,Chile,214.55,4,77
2021-06-13,2021,6,13,Wine W,1989,Sweet,France,121.6,10,83
2021-10-11,2021,10,11,Wine O,1984,White,Italy,369.04,14,91
2021-02-02,2021,2,2,Wine N,1987,White,Spain,260.45,7,87
2021-09-01,2021,9,1,Wine X,1993,Sweet,Portugal,225.63,5,92
2021-09-20,2021,9,20,Wine T,2013,Rose,Germany,261.69,4,97
2021-03-21,2021,3,21,Wine U,1985,Rose,Germany,120.57,4,96
2021-03-22,2021,3,22,Wine I,2011,Red,USA,106.05,7,83
2021-01-27,2021,1,27,Wine C,1992,Red,USA,233.04,7,100
2021-01-25,2021,1,25,Wine L,1996,White,Brazil,136.0,6,88
2021-02-14,2021,2,14,Wine L,2000,White,Chile,269.47,10,91
2021-05-13,2021,5,13,Wine Z,2017,Orange,Chile,52.37,10,88
2021-10-27,2021,10,27,Wine N,1989,White,Spain,132.82,7,97
2021-11-11,2021,11,11,Wine R,1996,Sparkling,France,180.15,2,93
2021-04-10,2021,4,10,Wine F,2009,Red,Brazil,460.22,11,75
2021-08-06,2021,8,6,Wine Z,2018,Orange,France,325.73,7,76
2021-03-19,2021,3,19,Wine X,2016,Sweet,Germany,176.45,8,96
2021-05-24,2021,5,24,Wine K,2013,White,Germany,424.93,13,76
2021-04-19,2021,4,19,Wine K,2007,White,Argentina,207.16,4,91
2021-07-11,2021,7,11,Wine Y,1988,Orange,USA,90.16,10,76
2021-08-22,2021,8,22,Wine V,2011,Sweet,Chile,87.46,5,96
2021-07-20,2021,7,20,Wine V,1983,Sweet,Spain,162.37,13,100
2021-01-27,2021,1,27,Wine U,1995,Rose,Portugal,144.55,13,100
2021-08-16,2021,8,16,Wine D,1997,Red,Germany,255.74,3,75
2021-11-07,2021,11,7,Wine B,2021,Red,Argentina,299.95,15,100
2021-02-13,2021,2,13,Wine Q,1989,Sparkling,Uruguay,87.29,6,88
2021-09-21,2021,9,21,Wine Q,1985,Sparkling,Uruguay,431.26,10,95
2021-05-03,2021,5,3,Wine K,2004,White,Argentina,94.1,15,85
2021-06-01,2021,6,1,Wine U,2015,Rose,Portugal,268.07,5,84
2021-11-23,2021,11,23,Wine Z,2003,Orange,Spain,251.72,1,98
2021-08-24,2021,8,24,Wine U,2018,Rose,Chile,312.6,8,75
2021-03-19,2021,3,19,Wine N,1988,White,Italy,120.64,14,83
2021-10-13,2021,10,13,Wine A,2013,Red,Germany,290.53,4,96
2021-02-02,2021,2,2,Wine V,1982,Sweet,Germany,66.99,13,94
2021-05-23,2021,5,23,Wine Y,2013,Orange,Uruguay,86.69,15,88
2021-07-26,2021,7,26,Wine W,2011,Sweet,France,68.49,2,98
2021-02-17,2021,2,17,Wine F,2004,Red,Italy,85.17,15,88
2021-04-14,2021,4,14,Wine Y,2020,Orange,Brazil,146.6,12,75
2021-05-06,2021,5,6,Wine Y,2000,Orange,Germany,392.19,3,83
2021-08-09,2021,8,9,Wine Z,1992,Orange,Argentina,402.29,3,91
2021-01-24,2021,1,24,Wine L,2013,White,Brazil,150.44,2,100
2021-03-22,2021,3,22,Wine S,2010,Rose,Brazil,213.49,2,75
2021-06-10,2021,6,10,Wine X,1992,Sweet,Uruguay,454.21,4,99
2021-02-13,2021,2,13,Wine T,2019,Rose,Germany,271.01,5,85
2021-12-28,2021,12,28,Wine A,1990,Red,France,232.97,2,90
2021-11-07,2021,11,7,Wine Z,1987,Orange,France,171.41,4,80
2021-04-18,2021,4,18,Wine S,1982,Rose,Uruguay,160.65,4,79
2021-11-28,2021,11,28,Wine J,1994,Red,Spain,197.17,12,81
2021-05-27,2021,5,27,Wine Y,2021,Orange,Portugal,502.35,6,76
2021-10-19,2021,10,19,Wine A,2020,Red,Italy,498.37,3,92
2021-03-21,2021,3,21,Wine R,1999,Sparkling,France,426.94,1,75
2021-02-01,2021,2,1,Wine S,2013,Rose,Spain,223.99,11,83
2021-05-28,2021,5,28,Wine Z,2010,Orange,France,169.87,11,76
2021-12-12,2021,12,12,Wine P,2018,Sparkling,Germany,590.43,11,87
2021-06-05,2021,6,5,Wine X,1995,Sweet,Germany,343.74,3,76
2021-12-19,2021,12,19,Wine L,2017,White,Germany,135.81,6,79
2021-05-27,2021,5,27,Wine Z,1988,Orange,Italy,191.34,10,77
2021-12-04,2021,12,4,Wine Z,1991,Orange,Italy,76.91,11,92
2021-04-24,2021,4,24,Wine Z,1996,Orange,Chile,124.14,11,89
2021-03-23,2021,3,23,Wine Y,2021,Orange,Spain,218.88,2,84
2021-03-24,2021,3,24,Wine U,1994,Rose,Portugal,241.33,1,92
2021-01-13,2021,1,13,Wine X,1982,Sweet,Portugal,409.17,2,76
2021-11-19,2021,11,19,Wine U,1984,Rose,Portugal,147.03,12,83
2021-12-18,2021,12,18,Wine G,2016,Red,Chile,234.03,5,85
2021-10-16,2021,10,16,Wine V,1986,Sweet,Argentina,403.96,2,79
2021-07-20,2021,7,20,Wine L,2013,White,Uruguay,71.82,8,75
2021-05-12,2021,5,12,Wine X,2021,Sweet,Italy,241.66,5,99
2021-10-02,2021,10,2,Wine M,2009,White,France,282.64,1,81
2021-11-14,2021,11,14,Wine J,1986,Red,Argentina,60.66,12,95
2021-01-10,2021,1,10,Wine L,2011,White,Germany,429.73,6,77
2021-12-17,2021,12,17,Wine P,1985,Sparkling,Portugal,300.59,13,95
2021-06-09,2021,6,9,Wine Z,1994,Orange,Italy,118.66,15,80
2021-09-25,2021,9,25,Wine D,1985,Red,Brazil,50.5,6,93
2021-06-22,2021,6,22,Wine P,2012,Sparkling,Germany,500.05,14,78
2021-04-03,2021,4,3,Wine X,2007,Sweet,Spain,211.17,7,88
2021-09-13,2021,9,13,Wine S,2002,Rose,Chile,407.8,4,88
2021-12-16,2021,12,16,Wine S,1998,Rose,France,404.84,5,85
2021-02-25,2021,2,25,Wine Z,2017,Orange,Brazil,213.43,11,85
2021-02-20,2021,2,20,Wine O,2000,White,Germany,395.5,13,85
2021-05-01,2021,5,1,Wine T,2011,Rose,USA,129.15,7,83
2021-11-17,2021,11,17,Wine Q,1988,Sparkling,Uruguay,472.06,6,89
2021-09-20,2021,9,20,Wine E,2000,Red,USA,287.35,6,92
2021-02-14,2021,2,14,Wine N,1990,White,Spain,321.5,2,77
2021-01-14,2021,1,14,Wine X,2011,Sweet,Spain,476.86,13,95
2021-10-29,2021,10,29,Wine O,2002,White,Uruguay,351.7,1,92
2021-11-11,2021,11,11,Wine R,2014,Sparkling,Italy,361.79,10,82
2021-08-29,2021,8,29,Wine U,2001,Rose,USA,233.83,12,98
2021-05-18,2021,5,18,Wine Q,1984,Sparkling,Portugal,502.92,4,79
2021-01-13,2021,1,13,Wine H,2016,Red,USA,73.02,3,92
2021-02-20,2021,2,20,Wine U,2011,Rose,France,56.91,7,85
2021-05-26,2021,5,26,Wine E,2019,Red,Brazil,187.15,13,80
2021-02-16,2021,2,16,Wine N,1983,White,Argentina,257.25,10,91
2021-01-04,2021,1,4,Wine X,2017,Sweet,Germany,420.23,4,98
2021-10-04,2021,10,4,Wine W,2005,Sweet,Argentina,187.17,13,80
2021-08-12,2021,8,12,Wine G,2000,Red,Italy,90.39,1,87
2021-05-08,2021,5,8,Wine M,1992,White,Germany,144.02,14,88
2021-01-14,2021,1,14,Wine W,2009,Sweet,Argentina,146.26,5,83
2021-03-16,2021,3,16,Wine Z,1988,Orange,Italy,297.13,5,100
2021-03-30,2021,3,30,Wine K,2013,White,Italy,473.92,6,78
2021-12-30,2021,12,30,Wine U,1987,Rose,Uruguay,339.05,9,85
2021-03-12,2021,3,12,Wine U,1992,Rose,Brazil,124.5,1,75
2021-06-15,2021,6,15,Wine F,2004,Red,Italy,139.7,7,80
2021-04-26,2021,4,26,Wine Q,1989,Sparkling,France,193.39,15,97
2021-07-07,2021,7,7,Wine Q,1985,Sparkling,Germany,456.76,12,92
2021-03-03,2021,3,3,Wine H,1990,Red,Chile,303.65,12,75
2021-03-11,2021,3,11,Wine K,2020,White,Chile,155.32,3,84
2021-04-27,2021,4,27,Wine C,1982,Red,Argentina,392.98,5,91
2021-01-02,2021,1,2,Wine Z,1985,Orange,Brazil,219.1,12,96
2021-06-29,2021,6,29,Wine Y,1987,Orange,Italy,238.38,10,82
2021-10-04,2021,10,4,Wine M,1998,White,Germany,331.3,7,93
2021-11-23,2021,11,23,Wine M,2012,White,France,208.59,13,88
2021-12-18,2021,12,18,Wine Q,2000,Sparkling,Portugal,59.21,15,93
2021-09-08,2021,9,8,Wine Z,1998,Orange,Brazil,157.6,15,88
2021-03-16,2021,3,16,Wine Z,1993,Orange,Argentina,239.55,5,98
2021-12-13,2021,12,13,Wine P,1990,Sparkling,Germany,346.51,15,79
2021-04-10,2021,4,10,Wine P,1994,Sparkling,Italy,232.31,14,93
2021-02-07,2021,2,7,Wine N,2017,White,Chile,84.37,13,93
2021-09-13,2021,9,13,Wine D,2012,Red,Italy,309.58,1,79
2021-04-09,2021,4,9,Wine O,2009,White,USA,242.99,2,99
2021-01-16,2021,1,16,Wine N,2015,White,Italy,275.71,9,84
2021-08-07,2021,8,7,Wine E,2013,Red,Spain,167.84,14,88
2021-09-13,2021,9,13,Wine X,2019,Sweet,Brazil,398.51,3,94
2021-09-29,2021,9,29,Wine V,2007,Sweet,France,207.64,6,97
2021-02-26,2021,2,26,Wine W,1995,Sweet,Germany,163.71,8,80
2021-11-27,2021,11,27,Wine Q,2003,Sparkling,France,519.79,2,99
2021-11-16,2021,11,16,Wine W,2007,Sweet,Germany,363.12,15,98
2021-05-04,2021,5,4,Wine R,1994,Sparkling,Argentina,306.82,15,86
2021-08-16,2021,8,16,Wine M,1993,White,Chile,691.73,14,96
2021-11-16,2021,11,16,Wine N,1987,White,Germany,102.71,14,98
2021-08-16,2021,8,16,Wine X,2009,Sweet,Chile,124.94,9,91
2021-03-15,2021,3,15,Wine W,1988,Sweet,USA,466.34,3,78
2021-09-08,2021,9,8,Wine P,1997,Sparkling,Argentina,254.89,14,83
2021-01-21,2021,1,21,Wine U,2006,Rose,Chile,474.94,11,88
2021-09-04,2021,9,4,Wine X,1995,Sweet,Argentina,99.45,13,99
2021-07-18,2021,7,18,Wine P,1988,Sparkling,Argentina,134.95,13,82
2021-03-07,2021,3,7,Wine Q,2011,Sparkling,Germany,418.51,2,91
2021-04-27,2021,4,27,Wine Y,2010,Orange,Chile,72.57,4,93
2021-04-07,2021,4,7,Wine Z,2017,Orange,France,172.66,15,93
2021-10-06,2021,10,6,Wine P,2013,Sparkling,France,403.41,6,78
2021-09-21,2021,9,21,Wine D,2004,Red,Italy,207.42,14,76
2021-07-20,2021,7,20,Wine Q,1987,Sparkling,Spain,440.13,3,94
2021-10-12,2021,10,12,Wine X,2003,Sweet,Brazil,90.41,3,84
2021-09-13,2021,9,13,Wine Q,2007,Sparkling,Italy,61.75,11,77
2021-01-30,2021,1,30,Wine Y,2002,Orange,Spain,275.81,7,93
2021-09-29,2021,9,29,Wine C,2003,Red,France,323.26,3,86
2021-06-13,2021,6,13,Wine N,2020,White,Uruguay,101.64,7,90
2021-01-25,2021,1,25,Wine Z,2001,Orange,Italy,109.81,9,84
2021-01-05,2021,1,5,Wine M,2012,White,Spain,126.68,11,100
2021-03-20,2021,3,20,Wine E,2006,Red,Chile,93.67,6,79
2021-04-16,2021,4,16,Wine X,2008,Sweet,Portugal,60.0,1,99
2021-06-26,2021,6,26,Wine X,1990,Sweet,Argentina,71.65,8,96
2021-05-16,2021,5,16,Wine Z,2021,Orange,Portugal,614.78,15,89
2021-03-15,2021,3,15,Wine W,2005,Sweet,Portugal,277.33,11,93
2021-01-20,2021,1,20,Wine W,1993,Sweet,Spain,412.11,11,90
2021-06-16,2021,6,16,Wine Y,1988,Orange,USA,184.57,6,80
2021-03-11,2021,3,11,Wine Z,1982,Orange,France,164.92,1,100
2021-07-05,2021,7,5,Wine Z,2021,Orange,Portugal,309.67,4,95
2021-02-17,2021,2,17,Wine K,2011,White,Brazil,153.78,2,86
2021-11-19,2021,11,19,Wine G,2000,Red,France,50.39,7,81
2021-09-04,2021,9,4,Wine T,2016,Rose,Chile,365.47,15,86
2021-11-25,2021,11,25,Wine T,2006,Rose,Germany,329.2,6,81
2021-07-02,2021,7,2,Wine W,1989,Sweet,Chile,74.65,5,88
2021-09-13,2021,9,13,Wine Q,2021,Sparkling,Spain,150.41,14,91
2021-10-19,2021,10,19,Wine Y,1995,Orange,Italy,115.71,14,98
2021-03-23,2021,3,23,Wine S,1994,Rose,Uruguay,254.06,8,98
2021-07-04,2021,7,4,Wine X,1983,Sweet,USA,66.8,12,96
2021-10-30,2021,10,30,Wine K,1995,White,Spain,215.12,7,93
2021-12-12,2021,12,12,Wine Y,1995,Orange,Brazil,58.75,6,83
2021-01-03,2021,1,3,Wine Y,1997,Orange,Brazil,94.96,8,87
2021-10-21,2021,10,21,Wine L,2004,White,France,562.71,14,79
2021-05-18,2021,5,18,Wine A,2006,Red,Germany,97.71,4,85
2021-09-28,2021,9,28,Wine L,1990,White,Spain,145.72,12,87
2021-11-03,2021,11,3,Wine V,2004,Sweet,France,102.25,4,96
2021-03-06,2021,3,6,Wine X,2010,Sweet,Germany,258.41,7,100
2021-01-02,2021,1,2,Wine A,2000,Red,Spain,54.91,7,80
2021-02-01,2021,2,1,Wine Y,2003,Orange,Chile,204.62,7,90
2021-07-02,2021,7,2,Wine T,2005,Rose,Spain,244.33,13,81
2021-10-17,2021,10,17,Wine Y,1989,Orange,Italy,440.65,10,85
2021-10-06,2021,10,6,Wine W,1996,Sweet,Italy,264.83,10,77
2021-12-17,2021,12,17,Wine B,2003,Red,Argentina,322.52,12,75
2021-01-02,2021,1,2,Wine N,2013,White,Uruguay,236.47,7,100
2021-07-18,2021,7,18,Wine A,2011,Red,USA,71.09,4,97
2021-11-19,2021,11,19,Wine M,1991,White,Argentina,173.81,3,77
2021-07-05,2021,7,5,Wine V,2002,Sweet,Portugal,194.72,1,79
2021-09-05,2021,9,5,Wine Z,1989,Orange,Italy,153.51,7,83
2021-10-16,2021,10,16,Wine Q,1987,Sparkling,Germany,115.72,15,78
2021-11-24,2021,11,24,Wine Z,2010,Orange,Italy,130.63,15,78
2021-08-24,2021,8,24,Wine L,1993,White,Italy,61.41,12,98
2021-06-24,2021,6,24,Wine W,1983,Sweet,Brazil,240.74,4,97
2021-12-22,2021,12,22,Wine I,1993,Red,Portugal,120.87,6,75
2021-10-30,2021,10,30,Wine E,2004,Red,Portugal,577.32,14,76
2021-03-08,2021,3,8,Wine W,2007,Sweet,Germany,279.41,7,76
2021-08-20,2021,8,20,Wine G,1987,Red,USA,536.03,1,77
2021-11-06,2021,11,6,Wine Z,2021,Orange,USA,51.57,3,98
2021-06-22,2021,6,22,Wine Z,2016,Orange,Argentina,153.03,1,88
2021-05-31,2021,5,31,Wine Z,1995,Orange,Brazil,171.8,13,91
2021-11-03,2021,11,3,Wine N,2000,White,Germany,500.62,6,85
2021-12-25,2021,12,25,Wine Y,1988,Orange,Argentina,216.49,8,82
2021-07-01,2021,7,1,Wine T,2004,Rose,Portugal,248.46,5,94
2021-12-17,2021,12,17,Wine I,2015,Red,Spain,120.61,6,89
2021-07-26,2021,7,26,Wine R,2008,Sparkling,Brazil,309.57,15,80
2021-09-16,2021,9,16,Wine Z,2014,Orange,Germany,230.53,8,87
2021-08-02,2021,8,2,Wine W,1988,Sweet,Spain,103.51,4,84
2021-10-28,2021,10,28,Wine W,2015,Sweet,Uruguay,109.34,2,80
2021-06-11,2021,6,11,Wine Y,2005,Orange,Uruguay,306.51,6,86
2021-11-12,2021,11,12,Wine W,1997,Sweet,Spain,182.63,14,90
2021-04-06,2021,4,6,Wine O,1982,White,Uruguay,707.53,2,95
2021-01-11,2021,1,11,Wine Q,2012,Sparkling,Portugal,365.57,5,83
2021-02-17,2021,2,17,Wine V,2010,Sweet,Argentina,138.24,11,77
2021-11-20,2021,11,20,Wine K,2010,White,Chile,69.13,13,80
2021-03-25,2021,3,25,Wine E,2005,Red,France,99.02,11,76
2021-01-07,2021,1,7,Wine K,2018,White,Spain,211.65,14,77
2021-07-13,2021,7,13,Wine S,1996,Rose,USA,212.77,8,83
2021-06-08,2021,6,8,Wine Q,2005,Sparkling,USA,559.22,13,90
2021-06-18,2021,6,18,Wine D,2018,Red,Brazil,245.14,14,93
2021-05-24,2021,5,24,Wine V,2001,Sweet,Italy,146.31,4,79
2021-02-04,2021,2,4,Wine P,2016,Sparkling,France,150.55,11,97
2021-05-26,2021,5,26,Wine G,2013,Red,Argentina,296.78,15,88
2021-01-03,2021,1,3,Wine Z,2012,Orange,Uruguay,257.33,1,89
2021-03-15,2021,3,15,Wine V,2020,Sweet,Argentina,67.83,12,79
2021-09-22,2021,9,22,Wine S,1987,Rose,Uruguay,117.45,15,92
2021-02-27,2021,2,27,Wine V,1988,Sweet,Germany,143.48,7,87
2021-08-16,2021,8,16,Wine D,2007,Red,Chile,90.55,5,84
2021-07-05,2021,7,5,Wine S,1990,Rose,USA,96.46,10,83
2021-01-10,2021,1,10,Wine R,1998,Sparkling,Germany,68.0,7,87
2021-09-08,2021,9,8,Wine T,1984,Rose,Spain,98.82,1,95
2021-09-11,2021,9,11,Wine K,1997,White,Uruguay,110.43,11,92
2021-09-01,2021,9,1,Wine R,2018,Sparkling,Spain,68.8,9,76
2021-03-27,2021,3,27,Wine Q,2010,Sparkling,Uruguay,130.05,6,82
2021-04-02,2021,4,2,Wine B,2002,Red,Uruguay,206.39,10,79
2021-12-31,2021,12,31,Wine R,2021,Sparkling,France,342.84,7,99
2021-09-21,2021,9,21,Wine Z,1995,Orange,Portugal,199.15,10,98
2021-06-14,2021,6,14,Wine R,1986,Sparkling,Uruguay,218.83,7,75
2021-02-26,2021,2,26,Wine E,1998,Red,Uruguay,167.79,7,84
2021-11-02,2021,11,2,Wine Q,1991,Sparkling,USA,484.88,1,78
2021-08-01,2021,8,1,Wine S,2007,Rose,USA,160.29,15,99
2021-09-23,2021,9,23,Wine O,2007,White,Italy,498.14,8,98
2021-05-31,2021,5,31,Wine V,1999,Sweet,USA,464.1,4,90
2021-09-26,2021,9,26,Wine Z,2004,Orange,Germany,69.99,6,77
2021-09-29,2021,9,29,Wine U,2021,Rose,Italy,73.23,5,96
2021-11-06,2021,11,6,Wine K,2002,White,Germany,153.73,4,76
2021-08-13,2021,8,13,Wine Y,2004,Orange,Spain,99.02,13,88
2021-08-06,2021,8,6,Wine Q,2020,Sparkling,Portugal,117.19,2,87
2021-05-26,2021,5,26,Wine R,2020,Sparkling,Portugal,186.23,3,87
2021-10-08,2021,10,8,Wine V,2006,Sweet,France,105.88,6,80
2021-10-07,2021,10,7,Wine C,1984,Red,Germany,86.38,15,78
2021-11-06,2021,11,6,Wine B,1989,Red,Uruguay,189.68,14,84
2021-06-10,2021,6,10,Wine L,2018,White,Spain,136.93,15,94
2021-09-25,2021,9,25,Wine R,2020,Sparkling,USA,81.39,12,91
2021-11-05,2021,11,5,Wine O,1987,White,France,239.56,4,81
2021-03-19,2021,3,19,Wine O,2007,White,France,236.95,2,92
2021-11-17,2021,11,17,Wine S,1994,Rose,Portugal,297.62,3,83
2021-03-16,2021,3,16,Wine L,1987,White,Italy,218.24,3,77
2021-07-12,2021,7,12,Wine Z,2021,Orange,Portugal,148.23,9,88
2021-08-16,2021,8,16,Wine Z,2015,Orange,USA,398.67,2,80
2021-10-24,2021,10,24,Wine T,2003,Rose,Portugal,109.06,6,96
2021-09-22,2021,9,22,Wine S,1990,Rose,Uruguay,341.7,10,83
2021-04-28,2021,4,28,Wine T,1991,Rose,USA,168.54,7,76
2021-10-16,2021,10,16,Wine D,2020,Red,Chile,214.38,9,89
2021-08-27,2021,8,27,Wine O,2012,White,Uruguay,324.26,9,99
2021-09-17,2021,9,17,Wine L,2014,White,Portugal,82.02,3,88
2021-08-21,2021,8,21,Wine F,2018,Red,Portugal,308.45,5,94
2021-10-14,2021,10,14,Wine O,1994,White,Brazil,145.86,2,88
2021-03-16,2021,3,16,Wine U,2010,Rose,Italy,146.2,5,82
2021-05-25,2021,5,25,Wine Q,2012,Sparkling,Argentina,120.98,10,87
2021-09-06,2021,9,6,Wine Q,1994,Sparkling,Italy,117.69,12,82
2021-11-03,2021,11,3,Wine P,1989,Sparkling,Spain,268.79,3,79
2021-08-31,2021,8,31,Wine O,2008,White,Spain,283.69,9,76
2021-10-17,2021,10,17,Wine N,2001,White,Spain,143.55,15,96
2021-03-18,2021,3,18,Wine X,1992,Sweet,Chile,270.91,10,81
2021-03-17,2021,3,17,Wine X,1984,Sweet,Brazil,442.6,1,92
2021-07-16,2021,7,16,Wine N,1984,White,Uruguay,63.57,3,78
2021-10-20,2021,10,20,Wine U,2003,Rose,Chile,247.67,14,93
2021-10-19,2021,10,19,Wine R,2000,Sparkling,Chile,155.52,7,96
2021-04-05,2021,4,5,Wine G,2017,Red,France,161.42,1,76
2021-05-03,2021,5,3,Wine R,1990,Sparkling,Italy,279.96,6,92
2021-09-09,2021,9,9,Wine S,1984,Rose,Uruguay,246.96,4,85
2021-01-17,2021,1,17,Wine K,1995,White,France,325.07,12,84
2021-02-19,2021,2,19,Wine U,2016,Rose,Argentina,631.52,8,78
2021-10-27,2021,10,27,Wine I,2010,Red,Uruguay,187.83,7,92
2021-01-12,2021,1,12,Wine J,1988,Red,Uruguay,196.15,13,85
2021-06-20,2021,6,20,Wine N,1988,White,Germany,166.46,5,99
2021-04-11,2021,4,11,Wine K,1985,White,Brazil,96.2,10,81
2021-11-21,2021,11,21,Wine P,1997,Sparkling,France,224.3,2,93
2021-05-30,2021,5,30,Wine K,2014,White,France,230.15,12,80
2021-08-04,2021,8,4,Wine Y,2019,Orange,Chile,68.24,8,89
2021-02-20,2021,2,20,Wine Y,2016,Orange,Brazil,60.18,5,80
2021-06-29,2021,6,29,Wine Y,2009,Orange,Spain,381.79,14,75
2021-06-08,2021,6,8,Wine M,1992,White,Italy,376.67,9,100
2021-12-06,2021,12,6,Wine C,1990,Red,Uruguay,70.1,15,77
2021-09-07,2021,9,7,Wine V,2018,Sweet,Uruguay,414.73,4,85
2021-05-09,2021,5,9,Wine Q,1996,Sparkling,Argentina,386.69,10,79
2021-12-15,2021,12,15,Wine F,1982,Red,Argentina,156.76,8,88
2021-06-01,2021,6,1,Wine M,2006,White,Italy,360.38,8,84
2021-03-01,2021,3,1,Wine V,2009,Sweet,Italy,155.35,4,81
2021-02-21,2021,2,21,Wine P,1991,Sparkling,Germany,148.56,9,89
2021-07-07,2021,7,7,Wine Q,1989,Sparkling,Spain,471.55,3,90
2021-12-13,2021,12,13,Wine C,2021,Red,Italy,366.28,2,86
2021-07-31,2021,7,31,Wine R,1986,Sparkling,France,72.84,13,85
2021-06-25,2021,6,25,Wine P,2002,Sparkling,Portugal,87.83,15,79
2021-04-06,2021,4,6,Wine I,1988,Red,Argentina,374.03,9,86
2021-05-26,2021,5,26,Wine K,2002,White,Italy,477.16,9,84
2021-10-15,2021,10,15,Wine U,1988,Rose,Chile,503.78,9,85
2021-04-17,2021,4,17,Wine O,1989,White,Chile,138.82,4,81
2021-11-04,2021,11,4,Wine L,1990,White,Brazil,110.74,5,98
2021-07-02,2021,7,2,Wine B,1986,Red,Chile,120.88,7,90
2021-04-21,2021,4,21,Wine Y,2014,Orange,Chile,314.36,5,100
2021-12-30,2021,12,30,Wine S,2004,Rose,France,115.78,15,86
2021-01-08,2021,1,8,Wine Z,1988,Orange,Germany,51.19,1,92
2021-05-25,2021,5,25,Wine S,2000,Rose,Uruguay,442.48,4,82
2021-04-23,2021,4,23,Wine X,2016,Sweet,Portugal,194.4,11,99
2021-05-24,2021,5,24,Wine Q,1987,Sparkling,Portugal,287.52,4,90
2021-09-14,2021,9,14,Wine W,1987,Sweet,Italy,60.79,4,75
2021-01-09,2021,1,9,Wine R,2011,Sparkling,Uruguay,89.67,15,91
2021-12-07,2021,12,7,Wine W,1983,Sweet,Portugal,256.36,13,93
2021-12-16,2021,12,16,Wine Z,1988,Orange,Italy,187.72,12,99
2021-08-19,2021,8,19,Wine S,1993,Rose,Italy,294.34,7,77
2021-01-25,2021,1,25,Wine P,2021,Sparkling,Uruguay,121.08,13,82
2021-10-31,2021,10,31,Wine O,1996,White,Brazil,173.77,3,91
2021-12-07,2021,12,7,Wine W,1984,Sweet,Uruguay,82.22,3,84
2021-10-31,2021,10,31,Wine Z,1989,Orange,Italy,58.33,10,97
2021-01-29,2021,1,29,Wine X,1991,Sweet,Italy,95.17,15,94
2021-09-27,2021,9,27,Wine W,2011,Sweet,USA,191.73,6,76
2021-04-23,2021,4,23,Wine W,1992,Sweet,Portugal,631.68,12,79
2021-10-11,2021,10,11,Wine X,1982,Sweet,Italy,289.62,9,82
2021-07-07,2021,7,7,Wine N,2011,White,France,159.49,15,98
2021-05-20,2021,5,20,Wine A,1988,Red,Chile,329.36,2,76
2021-01-09,2021,1,9,Wine T,2016,Rose,Portugal,250.05,9,79
2021-08-24,2021,8,24,Wine V,1999,Sweet,Argentina,272.17,9,77
2021-09-26,2021,9,26,Wine U,1994,Rose,France,92.37,10,93
2021-07-17,2021,7,17,Wine O,2009,White,Italy,237.35,11,85
2021-02-09,2021,2,9,Wine Y,2019,Orange,USA,186.06,8,77
2021-12-31,2021,12,31,Wine D,2012,Red,Germany,485.78,3,75
2021-10-28,2021,10,28,Wine F,2005,Red,Brazil,144.5,1,91
2021-08-14,2021,8,14,Wine K,2008,White,Portugal,117.33,3,77
2021-12-26,2021,12,26,Wine L,2012,White,Germany,109.11,15,76
2021-03-25,2021,3,25,Wine R,2007,Sparkling,Germany,347.41,2,80
2021-05-30,2021,5,30,Wine X,1987,Sweet,Uruguay,90.13,6,88
2021-04-24,2021,4,24,Wine Z,1992,Orange,Germany,647.76,12,88
2021-03-13,2021,3,13,Wine Q,2012,Sparkling,Italy,239.46,7,80
2021-12-09,2021,12,9,Wine L,2004,White,France,134.44,13,78
2021-05-30,2021,5,30,Wine K,1982,White,USA,263.93,8,75
2021-12-11,2021,12,11,Wine N,2009,White,France,96.29,9,77
2021-01-15,2021,1,15,Wine W,1990,Sweet,Spain,230.21,10,83
2021-12-24,2021,12,24,Wine Y,2002,Orange,Italy,115.41,11,80
2021-07-21,2021,7,21,Wine I,1999,Red,Italy,212.16,6,89
2021-05-14,2021,5,14,Wine W,1995,Sweet,Argentina,117.4,3,77
2021-08-13,2021,8,13,Wine U,1992,Rose,Spain,113.96,11,83
2021-05-01,2021,5,1,Wine P,2017,Sparkling,Brazil,83.95,5,78
2021-01-09,2021,1,9,Wine U,1992,Rose,Uruguay,123.27,14,99
2021-12-22,2021,12,22,Wine X,2002,Sweet,Italy,228.29,13,81
2021-07-21,2021,7,21,Wine P,2004,Sparkling,Germany,90.68,8,85
2021-01-22,2021,1,22,Wine P,1998,Sparkling,Germany,67.1,2,83
2021-05-07,2021,5,7,Wine M,1990,White,Germany,86.38,7,94
2021-04-06,2021,4,6,Wine Y,1988,Orange,Italy,72.52,9,84
2021-08-14,2021,8,14,Wine V,2001,Sweet,Chile,94.22,6,85
2021-05-02,2021,5,2,Wine I,1993,Red,Brazil,364.91,3,79
2021-12-27,2021,12,27,Wine U,2017,Rose,Germany,129.06,10,75
2021-11-11,2021,11,11,Wine R,1994,Sparkling,Italy,110.02,15,87
2021-05-04,2021,5,4,Wine M,2006,White,Spain,333.15,3,97
2021-11-01,2021,11,1,Wine Q,2001,Sparkling,Spain,410.68,5,87
2021-08-16,2021,8,16,Wine O,2005,White,Uruguay,134.74,12,85
